cntry,country,essround_yr,age_group,wellbeing_m_minus_w,wellbeing_color,wellbeing_men,wellbeing_woman,media_m_minus_w,media_color,media_men,media_woman,internet_m_minus_w,internet_color,internet_men,internet_woman,relig_m_minus_w,relig_color,relig_men,relig_woman,social_m_minus_w,social_color,social_men,social_woman,finstab_m_minus_w,finstab_color,finstab_men,finstab_woman,conservatism_m_minus_w,conservatism_color,conservatism_men,conservatism_woman,trust_m_minus_w,trust_color,trust_men,trust_woman
SE,Sweden,2002,40-59,0.16,7,4.84,4.68,0.07,7.0,2.53,2.46,0.35,6.0,4.16,3.8,-0.48,10,1.97,2.45,-0.02,8,3.92,3.94,-0.0,8.0,5.14,5.14,0.3,6,3.03,2.73,-0.01,8,3.93,3.94
SE,Sweden,2002,60+,0.26,6,4.75,4.49,-0.08,8.0,2.86,2.94,0.72,4.0,2.56,1.84,-0.6,11,2.3,2.91,-0.04,8,3.77,3.81,0.09,7.0,5.19,5.1,0.11,7,3.08,2.97,0.05,7,3.94,3.89
SE,Sweden,2002,<25,0.33,6,4.9,4.58,0.11,7.0,2.34,2.23,0.37,6.0,5.13,4.76,-0.15,8,1.97,2.12,0.12,7,4.51,4.4,0.24,6.0,5.03,4.79,0.43,5,2.94,2.51,0.05,7,3.89,3.85
SE,Sweden,2002,AGGREGATE,0.22,6,4.85,4.63,0.03,7.0,2.56,2.53,0.55,5.0,4.08,3.53,-0.45,10,2.06,2.5,0.02,7,4.02,4.0,0.12,7.0,5.12,5.0,0.27,6,3.0,2.73,0.0,7,3.93,3.92
SI,Slovenia,2002,25-39,0.17,7,4.6,4.43,0.07,7.0,2.4,2.33,0.31,6.0,3.5,3.19,-0.4,9,2.58,2.98,0.36,6,3.83,3.47,0.24,6.0,4.92,4.68,0.09,7,3.37,3.28,-0.05,8,3.01,3.06
SI,Slovenia,2002,40-59,0.07,7,4.22,4.14,0.1,7.0,2.53,2.44,0.01,7.0,2.53,2.52,-0.34,9,2.63,2.97,0.12,7,3.42,3.31,0.12,7.0,4.52,4.4,0.22,6,3.53,3.31,-0.03,8,2.99,3.02
SI,Slovenia,2002,60+,0.26,6,4.18,3.92,0.02,7.0,2.7,2.68,0.13,7.0,1.67,1.54,-0.68,11,2.85,3.53,-0.04,8,3.07,3.12,0.26,6.0,4.7,4.45,0.17,7,3.71,3.54,-0.15,8,2.95,3.1
SI,Slovenia,2002,<25,0.18,7,4.76,4.57,0.04,7.0,2.28,2.25,0.0,7.0,3.64,3.64,-0.45,10,2.64,3.09,0.32,6,4.41,4.09,0.34,6.0,5.17,4.82,0.14,7,3.32,3.19,-0.09,8,3.07,3.16
SI,Slovenia,2002,AGGREGATE,0.21,6,4.42,4.21,0.03,7.0,2.48,2.45,0.28,6.0,2.83,2.55,-0.49,10,2.66,3.16,0.25,6,3.65,3.4,0.25,6.0,4.79,4.54,0.14,7,3.48,3.35,-0.07,8,3.0,3.07
AT,Austria,2004,25-39,0.07,7,4.83,4.76,-0.1,8.0,2.4,2.5,0.6,4.0,4.45,3.85,-0.67,11,2.59,3.26,0.09,7,4.0,3.91,-0.21,9.0,4.55,4.76,-0.09,8,2.96,3.06,-0.19,8,3.38,3.57
AT,Austria,2004,40-59,0.05,7,4.7,4.66,-0.11,8.0,2.52,2.63,0.35,6.0,4.07,3.72,-0.37,9,2.96,3.32,0.07,7,3.77,3.7,0.18,7.0,4.77,4.59,0.15,7,3.23,3.08,0.24,6,3.7,3.46
AT,Austria,2004,60+,0.24,6,4.49,4.25,0.04,7.0,2.9,2.86,0.88,3.0,2.52,1.63,-0.29,9,3.37,3.67,0.05,7,3.42,3.37,0.28,6.0,4.77,4.49,0.23,6,3.71,3.49,0.06,7,3.79,3.73
AT,Austria,2004,<25,0.27,6,4.84,4.57,0.1,7.0,2.49,2.4,-0.01,8.0,4.97,4.99,-0.14,8,2.46,2.61,0.16,7,4.43,4.27,-0.0,8.0,4.91,4.91,0.18,7,3.01,2.83,-0.1,8,3.3,3.4
AT,Austria,2004,AGGREGATE,0.14,7,4.71,4.57,-0.05,8.0,2.57,2.62,0.54,5.0,4.03,3.48,-0.41,10,2.86,3.27,0.13,7,3.9,3.76,0.1,7.0,4.76,4.65,0.1,7,3.23,3.12,0.03,7,3.57,3.53
BE,Belgium,2004,25-39,0.17,7,4.76,4.59,0.19,7.0,2.59,2.4,0.58,5.0,4.24,3.66,-0.38,9,2.02,2.39,0.2,6,3.98,3.78,-0.06,8.0,4.54,4.6,0.03,7,3.0,2.97,-0.07,8,3.48,3.55
BE,Belgium,2004,40-59,0.12,7,4.59,4.48,0.1,7.0,2.65,2.54,0.78,4.0,3.82,3.04,-0.48,10,2.32,2.79,0.03,7,3.71,3.69,0.19,7.0,4.53,4.34,0.09,7,3.12,3.02,0.26,6,3.62,3.36
BE,Belgium,2004,60+,0.21,6,4.55,4.33,-0.01,8.0,2.75,2.75,0.44,5.0,1.88,1.44,-0.55,10,2.95,3.49,-0.2,9,3.45,3.65,0.13,7.0,4.4,4.26,0.01,7,3.34,3.33,-0.14,8,3.3,3.44
BE,Belgium,2004,<25,0.22,6,4.84,4.62,0.11,7.0,2.34,2.23,0.0,7.0,4.78,4.78,-0.1,8,2.06,2.17,0.15,7,4.29,4.14,0.33,6.0,4.91,4.57,0.21,6,3.18,2.97,0.06,7,3.59,3.53
BE,Belgium,2004,AGGREGATE,0.18,7,4.67,4.49,0.09,7.0,2.61,2.52,0.58,5.0,3.61,3.03,-0.44,10,2.35,2.79,0.04,7,3.81,3.77,0.15,7.0,4.56,4.41,0.07,7,3.15,3.08,0.05,7,3.5,3.45
CH,Switzerland,2004,25-39,0.17,7,5.04,4.87,0.01,7.0,2.42,2.41,0.5,5.0,4.89,4.39,-0.25,9,2.91,3.15,0.06,7,3.95,3.88,0.13,7.0,4.85,4.73,0.16,7,3.04,2.88,0.11,7,4.07,3.97
CH,Switzerland,2004,40-59,0.11,7,4.9,4.79,-0.05,8.0,2.45,2.5,0.97,3.0,4.58,3.61,-0.47,10,2.93,3.39,-0.03,8,3.78,3.82,0.14,7.0,4.92,4.78,0.1,7,3.08,2.98,0.09,7,3.94,3.85
CH,Switzerland,2004,60+,0.21,6,4.81,4.6,-0.06,8.0,2.73,2.78,0.92,3.0,2.68,1.76,-0.75,11,3.31,4.06,-0.01,8,3.68,3.69,0.27,6.0,4.99,4.71,0.19,7,3.43,3.24,0.04,7,3.99,3.95
CH,Switzerland,2004,<25,0.21,6,5.01,4.8,0.06,7.0,2.35,2.29,-0.08,8.0,4.85,4.93,-0.12,8,2.6,2.73,0.09,7,4.36,4.27,0.01,7.0,4.85,4.85,0.33,6,3.17,2.84,-0.17,8,3.84,4.01
CH,Switzerland,2004,AGGREGATE,0.18,7,4.92,4.75,-0.05,8.0,2.51,2.56,0.89,3.0,4.18,3.29,-0.51,10,2.99,3.5,0.03,7,3.86,3.83,0.17,7.0,4.91,4.75,0.14,7,3.17,3.03,0.05,7,3.98,3.92
CZ,Czechia,2004,25-39,-0.03,8,4.32,4.34,0.04,7.0,2.56,2.53,0.24,6.0,2.93,2.69,-0.18,8,1.63,1.81,0.04,7,3.48,3.44,0.04,7.0,3.57,3.53,-0.01,8,3.4,3.41,-0.06,8,2.77,2.83
CZ,Czechia,2004,40-59,0.08,7,4.07,3.99,0.01,7.0,2.66,2.65,0.16,7.0,2.48,2.32,-0.31,9,1.7,2.0,0.08,7,3.31,3.23,0.14,7.0,3.72,3.58,-0.04,8,3.46,3.49,-0.04,8,2.62,2.66
CZ,Czechia,2004,60+,0.13,7,3.85,3.71,0.08,7.0,2.89,2.81,0.21,6.0,1.64,1.43,-0.64,11,2.1,2.74,0.02,7,3.14,3.13,0.11,7.0,3.4,3.28,0.03,7,3.66,3.63,-0.01,8,2.77,2.78
CZ,Czechia,2004,<25,0.07,7,4.58,4.52,-0.15,8.0,2.28,2.43,-0.1,8.0,3.78,3.87,-0.36,9,1.55,1.9,0.2,7,4.06,3.87,-0.06,8.0,3.64,3.69,0.21,6,3.48,3.27,-0.35,9,2.87,3.22
CZ,Czechia,2004,AGGREGATE,0.09,7,4.12,4.03,0.01,7.0,2.66,2.65,0.23,6.0,2.48,2.25,-0.41,10,1.78,2.19,0.09,7,3.39,3.3,0.1,7.0,3.58,3.48,0.01,7,3.5,3.49,-0.06,8,2.73,2.78
DE,Germany,2004,25-39,0.21,6,4.53,4.32,0.12,7.0,2.57,2.45,0.48,5.0,4.32,3.84,-0.39,9,2.12,2.51,0.16,7,3.85,3.69,0.29,6.0,4.42,4.13,0.19,7,3.06,2.88,0.05,7,3.48,3.43
DE,Germany,2004,40-59,0.02,7,4.24,4.22,0.04,7.0,2.64,2.6,0.38,6.0,3.62,3.25,-0.6,11,2.17,2.77,-0.2,8,3.4,3.6,-0.11,8.0,4.3,4.42,0.2,7,3.17,2.97,-0.12,8,3.41,3.53
DE,Germany,2004,60+,0.34,6,4.23,3.89,-0.01,8.0,2.91,2.91,0.64,4.0,2.0,1.36,-0.64,11,2.46,3.1,-0.01,8,3.34,3.36,0.32,6.0,4.78,4.46,-0.01,8,3.46,3.46,-0.04,8,3.52,3.56
DE,Germany,2004,<25,0.28,6,4.66,4.37,-0.03,8.0,2.34,2.37,0.25,6.0,4.56,4.31,-0.14,8,2.08,2.22,0.29,6,4.44,4.15,0.17,7.0,4.61,4.44,0.19,7,2.99,2.8,-0.03,8,3.62,3.65
DE,Germany,2004,AGGREGATE,0.2,7,4.36,4.16,0.02,7.0,2.66,2.63,0.51,5.0,3.45,2.94,-0.52,10,2.23,2.75,0.02,7,3.64,3.62,0.13,7.0,4.51,4.38,0.13,7,3.2,3.07,-0.05,8,3.49,3.54
DK,Denmark,2004,25-39,0.24,6,5.2,4.95,0.12,7.0,2.61,2.49,0.13,7.0,5.26,5.12,-0.38,9,2.12,2.5,-0.07,8,3.99,4.06,0.05,7.0,5.23,5.18,0.15,7,2.9,2.76,0.07,7,4.56,4.48
DK,Denmark,2004,40-59,0.24,6,5.13,4.89,0.17,7.0,2.81,2.64,0.38,6.0,4.73,4.34,-0.43,10,2.13,2.56,-0.08,8,3.94,4.02,0.04,7.0,5.39,5.34,0.16,7,2.99,2.83,0.11,7,4.52,4.41
DK,Denmark,2004,60+,0.22,6,5.01,4.79,-0.09,8.0,3.08,3.17,0.68,4.0,3.04,2.36,-0.78,11,2.44,3.22,-0.11,8,3.78,3.89,0.11,7.0,5.42,5.31,0.19,7,3.32,3.13,0.08,7,4.52,4.45
DK,Denmark,2004,<25,0.27,6,5.03,4.76,0.11,7.0,2.38,2.27,0.36,6.0,5.21,4.85,-0.11,8,2.19,2.3,0.14,7,4.36,4.23,-0.04,8.0,5.02,5.05,0.11,7,2.84,2.73,0.13,7,4.34,4.22
DK,Denmark,2004,AGGREGATE,0.23,6,5.1,4.86,0.08,7.0,2.79,2.71,0.38,6.0,4.41,4.03,-0.47,10,2.23,2.7,-0.06,8,3.96,4.02,0.06,7.0,5.32,5.26,0.16,7,3.05,2.89,0.09,7,4.5,4.41
EE,Estonia,2004,25-39,-0.03,8,4.13,4.15,0.05,7.0,2.66,2.61,0.01,7.0,4.27,4.26,-0.45,10,1.85,2.3,0.11,7,3.64,3.53,-0.03,8.0,3.67,3.7,0.12,7,3.59,3.46,-0.25,9,3.18,3.43
EE,Estonia,2004,40-59,-0.03,8,3.69,3.72,0.17,7.0,2.86,2.68,-0.49,10.0,2.91,3.4,-0.45,10,1.88,2.33,-0.06,8,3.19,3.26,-0.15,8.0,3.22,3.37,0.16,7,3.76,3.61,-0.12,8,3.14,3.26
EE,Estonia,2004,60+,0.05,7,3.48,3.43,0.11,7.0,3.07,2.96,0.19,7.0,1.75,1.56,-0.67,11,2.05,2.71,-0.25,9,2.72,2.97,0.13,7.0,3.45,3.31,-0.06,8,3.89,3.95,-0.07,8,3.27,3.34
EE,Estonia,2004,<25,0.07,7,4.44,4.37,-0.02,8.0,2.5,2.52,-0.23,9.0,4.69,4.93,-0.44,10,1.72,2.16,-0.04,8,4.09,4.13,-0.01,8.0,3.7,3.71,0.1,7,3.49,3.39,0.02,7,3.53,3.52
EE,Estonia,2004,AGGREGATE,0.08,7,3.88,3.8,0.06,7.0,2.8,2.74,0.12,7.0,3.27,3.15,-0.55,10,1.88,2.43,0.01,7,3.35,3.34,0.0,7.0,3.47,3.46,0.04,7,3.7,3.65,-0.1,8,3.26,3.36
ES,Spain,2004,25-39,0.1,7,4.58,4.48,0.14,7.0,2.49,2.35,-0.01,8.0,3.43,3.45,-0.47,10,2.21,2.68,0.04,7,3.97,3.93,0.05,7.0,4.67,4.61,-0.01,8,2.87,2.88,0.03,7,3.34,3.31
ES,Spain,2004,40-59,0.19,7,4.5,4.31,0.04,7.0,2.56,2.52,0.87,3.0,2.99,2.12,-0.63,11,2.43,3.06,0.08,7,3.88,3.81,0.23,6.0,4.73,4.51,-0.08,8,2.85,2.93,0.08,7,3.47,3.4
ES,Spain,2004,60+,0.34,6,4.27,3.93,0.12,7.0,2.69,2.57,0.08,7.0,1.43,1.35,-1.04,13,3.16,4.2,0.18,7,3.74,3.56,0.13,7.0,4.42,4.29,0.0,7,3.5,3.5,-0.11,8,3.36,3.47
ES,Spain,2004,<25,0.26,6,4.73,4.47,0.01,7.0,2.24,2.22,0.45,5.0,4.03,3.58,-0.17,8,2.12,2.29,0.04,7,4.4,4.36,-0.0,8.0,4.94,4.94,0.24,6,2.98,2.74,0.17,7,3.31,3.15
ES,Spain,2004,AGGREGATE,0.21,6,4.49,4.28,0.09,7.0,2.53,2.44,0.37,6.0,2.87,2.49,-0.63,11,2.51,3.14,0.09,7,3.95,3.86,0.12,7.0,4.66,4.54,0.02,7,3.04,3.02,0.03,7,3.38,3.36
FI,Finland,2004,25-39,0.1,7,4.98,4.87,0.12,7.0,2.46,2.34,-0.11,8.0,4.7,4.81,-0.54,10,2.39,2.93,-0.15,8,3.83,3.98,0.06,7.0,4.43,4.37,0.36,6,3.36,3.0,0.05,7,4.37,4.32
FI,Finland,2004,40-59,0.02,7,4.77,4.76,0.12,7.0,2.62,2.5,-0.21,9.0,3.83,4.04,-0.67,11,2.59,3.26,-0.14,8,3.6,3.73,-0.21,9.0,4.32,4.53,0.17,7,3.25,3.08,0.01,7,4.27,4.27
FI,Finland,2004,60+,0.1,7,4.63,4.53,0.06,7.0,2.99,2.93,0.23,6.0,2.1,1.88,-1.01,13,2.89,3.9,-0.23,9,3.57,3.8,0.04,7.0,4.51,4.47,-0.02,8,3.52,3.54,-0.04,8,4.19,4.23
FI,Finland,2004,<25,0.16,7,5.01,4.85,-0.02,8.0,2.28,2.3,-0.25,9.0,4.92,5.16,-0.81,12,2.18,2.99,-0.12,8,4.27,4.39,0.14,7.0,4.32,4.18,0.42,5,3.3,2.88,-0.03,8,4.39,4.41
FI,Finland,2004,AGGREGATE,0.09,7,4.81,4.72,0.06,7.0,2.64,2.58,0.06,7.0,3.72,3.66,-0.79,11,2.57,3.36,-0.16,8,3.74,3.9,-0.03,8.0,4.4,4.43,0.17,7,3.35,3.18,0.0,7,4.29,4.29
FR,France,2004,25-39,0.14,7,4.54,4.4,0.13,7.0,2.48,2.34,,,,,-0.3,9,1.77,2.08,0.05,7,4.14,4.09,,,,,0.08,7,2.86,2.78,-0.03,8,3.31,3.34
FR,France,2004,40-59,0.2,7,4.39,4.2,0.1,7.0,2.57,2.46,,,,,-0.42,10,2.04,2.46,0.0,7,3.88,3.88,,,,,-0.01,8,3.02,3.04,0.04,7,3.34,3.31
FR,France,2004,60+,0.31,6,4.2,3.89,0.03,7.0,2.82,2.78,,,,,-0.77,11,2.45,3.22,-0.09,8,3.75,3.84,,,,,0.06,7,3.55,3.49,-0.08,8,3.35,3.43
FR,France,2004,<25,0.37,6,4.78,4.41,-0.13,8.0,2.16,2.29,,,,,-0.2,9,1.77,1.98,0.14,7,4.4,4.26,,,,,0.17,7,2.89,2.72,0.06,7,3.25,3.19
FR,France,2004,AGGREGATE,0.23,6,4.4,4.17,0.07,7.0,2.59,2.52,,,,,-0.48,10,2.09,2.57,-0.01,8,3.95,3.95,,,,,0.06,7,3.15,3.09,-0.01,8,3.33,3.34
GB,United Kingdom,2004,25-39,0.22,6,4.54,4.32,0.16,7.0,2.75,2.59,0.28,6.0,4.0,3.72,-0.27,9,2.22,2.49,0.2,7,3.89,3.69,0.07,7.0,4.45,4.38,0.14,7,3.17,3.03,-0.11,8,3.31,3.42
GB,United Kingdom,2004,40-59,0.22,6,4.45,4.23,0.17,7.0,2.83,2.65,0.12,7.0,3.34,3.22,-0.6,11,2.36,2.96,0.14,7,3.63,3.49,0.01,7.0,4.46,4.45,0.04,7,3.12,3.08,0.03,7,3.36,3.33
GB,United Kingdom,2004,60+,0.23,6,4.38,4.15,0.02,7.0,2.98,2.96,0.28,6.0,1.94,1.66,-0.62,11,2.78,3.4,-0.25,9,3.67,3.92,0.04,7.0,4.83,4.79,0.0,7,3.37,3.36,-0.05,8,3.51,3.56
GB,United Kingdom,2004,<25,0.28,6,4.6,4.32,0.1,7.0,2.51,2.41,0.38,6.0,4.26,3.88,0.09,7,2.41,2.31,0.23,6,4.54,4.31,0.22,6.0,4.54,4.32,0.24,6,3.3,3.06,0.01,7,3.54,3.52
GB,United Kingdom,2004,AGGREGATE,0.23,6,4.47,4.23,0.11,7.0,2.82,2.71,0.28,6.0,3.18,2.9,-0.45,10,2.46,2.91,0.04,7,3.81,3.77,0.05,7.0,4.58,4.53,0.07,7,3.23,3.16,-0.04,8,3.42,3.45
GR,Greece,2004,25-39,0.06,7,4.61,4.55,0.13,7.0,2.5,2.37,0.55,5.0,2.82,2.26,-0.62,11,3.44,4.06,0.0,7,3.41,3.4,0.05,7.0,3.53,3.48,-0.14,8,3.41,3.55,-0.05,8,3.39,3.43
GR,Greece,2004,40-59,0.26,6,4.5,4.25,0.14,7.0,2.55,2.41,0.64,4.0,2.29,1.65,-0.69,11,3.62,4.31,0.37,6,3.39,3.02,0.11,7.0,3.6,3.49,-0.12,8,3.52,3.63,-0.07,8,3.38,3.44
GR,Greece,2004,60+,0.36,6,4.16,3.79,0.28,6.0,2.59,2.31,0.11,7.0,1.26,1.15,-0.66,11,4.25,4.9,0.62,4,3.07,2.46,0.34,6.0,3.41,3.07,-0.14,8,4.06,4.2,-0.18,8,3.63,3.81
GR,Greece,2004,<25,0.22,6,4.89,4.67,-0.09,8.0,2.25,2.34,0.72,4.0,3.27,2.55,-0.4,10,3.6,4.0,0.14,7,3.96,3.82,0.21,6.0,3.76,3.54,-0.02,8,3.38,3.4,0.0,7,3.41,3.41
GR,Greece,2004,AGGREGATE,0.25,6,4.44,4.19,0.17,7.0,2.52,2.35,0.43,5.0,2.12,1.69,-0.63,11,3.81,4.44,0.36,6,3.34,2.98,0.19,7.0,3.53,3.34,-0.12,8,3.68,3.79,-0.1,8,3.48,3.57
HU,Hungary,2004,25-39,-0.08,8,4.12,4.2,0.19,7.0,2.58,2.39,0.29,6.0,3.04,2.75,-0.67,11,2.08,2.75,0.09,7,3.33,3.24,0.07,7.0,3.58,3.51,0.08,7,3.6,3.52,0.01,7,3.0,3.0
HU,Hungary,2004,40-59,0.06,7,3.75,3.69,0.15,7.0,2.66,2.52,-0.23,9.0,2.08,2.31,-0.52,10,2.25,2.77,0.03,7,2.84,2.81,0.11,7.0,3.46,3.35,-0.01,8,3.55,3.56,-0.13,8,2.96,3.09
HU,Hungary,2004,60+,0.04,7,3.54,3.5,0.07,7.0,2.77,2.7,0.23,6.0,1.61,1.39,-0.84,12,2.75,3.59,-0.08,8,2.6,2.68,0.23,6.0,3.64,3.41,-0.21,9,3.67,3.88,-0.26,9,2.94,3.2
HU,Hungary,2004,<25,0.21,6,4.56,4.35,-0.09,8.0,2.28,2.37,-0.22,9.0,3.87,4.08,-0.24,9,2.2,2.44,0.46,5,4.17,3.71,0.09,7.0,3.83,3.74,0.2,7,3.56,3.36,0.07,7,3.22,3.14
HU,Hungary,2004,AGGREGATE,0.06,7,3.9,3.84,0.1,7.0,2.62,2.52,0.07,7.0,2.44,2.37,-0.64,11,2.33,2.97,0.1,7,3.08,2.99,0.13,7.0,3.59,3.46,-0.02,8,3.59,3.61,-0.11,8,3.0,3.11
IE,Ireland,2004,25-39,0.31,6,4.93,4.62,0.1,7.0,2.75,2.64,0.07,7.0,3.73,3.66,-0.61,11,3.2,3.8,0.44,5,3.89,3.45,0.34,6.0,5.09,4.75,0.03,7,2.98,2.94,-0.07,8,3.46,3.53
IE,Ireland,2004,40-59,0.11,7,4.72,4.61,0.1,7.0,3.05,2.95,0.53,5.0,3.35,2.82,-0.67,11,3.76,4.43,0.14,7,3.6,3.46,-0.12,8.0,4.78,4.9,-0.06,8,3.0,3.06,0.16,7,3.69,3.52
IE,Ireland,2004,60+,0.28,6,4.77,4.49,-0.03,8.0,3.15,3.18,0.21,6.0,1.86,1.65,-0.35,9,4.69,5.03,0.23,6,3.57,3.35,0.15,7.0,4.95,4.8,-0.09,8,3.2,3.29,-0.03,8,3.85,3.88
IE,Ireland,2004,<25,0.22,6,4.87,4.65,0.01,7.0,2.53,2.51,-0.09,8.0,4.05,4.14,-0.65,11,3.0,3.65,0.12,7,4.22,4.09,0.05,7.0,5.22,5.17,0.14,7,3.0,2.86,-0.03,8,3.49,3.52
IE,Ireland,2004,AGGREGATE,0.22,6,4.8,4.58,0.06,7.0,2.96,2.9,0.2,6.0,3.03,2.82,-0.52,10,3.85,4.37,0.23,6,3.73,3.49,0.09,7.0,4.96,4.87,-0.01,8,3.06,3.08,0.04,7,3.67,3.62
IS,Iceland,2004,25-39,0.22,6,5.24,5.02,0.08,7.0,2.46,2.39,-0.14,8.0,5.39,5.53,-0.53,10,2.47,3.0,-0.28,9,4.03,4.31,0.18,7.0,5.05,4.87,0.15,7,2.8,2.64,0.08,7,3.93,3.85
IS,Iceland,2004,40-59,0.38,6,5.26,4.88,0.03,7.0,2.73,2.7,0.24,6.0,5.1,4.85,-0.37,9,3.04,3.41,-0.07,8,3.97,4.04,0.64,4.0,5.23,4.59,0.21,6,2.83,2.61,0.19,7,4.23,4.05
IS,Iceland,2004,60+,0.38,6,5.15,4.77,-0.15,8.0,2.93,3.09,0.48,5.0,3.47,3.0,-0.71,11,3.19,3.9,-0.18,8,4.04,4.22,0.16,7.0,5.38,5.23,0.14,7,2.92,2.79,0.02,7,4.21,4.19
IS,Iceland,2004,<25,-0.06,8,5.25,5.31,0.06,7.0,2.44,2.38,0.26,6.0,5.51,5.25,-0.64,11,2.23,2.87,-0.03,8,4.49,4.52,0.09,7.0,5.43,5.34,0.43,5,2.86,2.44,-0.53,10,3.6,4.12
IS,Iceland,2004,AGGREGATE,0.28,6,5.23,4.96,-0.01,8.0,2.66,2.67,0.25,6.0,4.9,4.65,-0.55,10,2.79,3.34,-0.14,8,4.08,4.22,0.32,6.0,5.24,4.92,0.21,6,2.84,2.63,0.01,7,4.05,4.04
LU,Luxembourg,2004,25-39,0.14,7,4.75,4.61,0.19,7.0,2.56,2.37,0.43,5.0,4.07,3.64,-0.4,10,2.34,2.75,0.11,7,3.89,3.78,0.03,7.0,4.91,4.87,-0.04,8,2.93,2.97,0.15,7,4.02,3.87
LU,Luxembourg,2004,40-59,0.15,7,4.53,4.38,0.01,7.0,2.61,2.6,0.56,5.0,3.43,2.87,-0.55,10,2.46,3.01,-0.03,8,3.59,3.62,0.05,7.0,4.86,4.81,-0.0,8,3.05,3.05,0.09,7,3.92,3.84
LU,Luxembourg,2004,60+,0.3,6,4.59,4.29,0.05,7.0,2.85,2.81,0.8,3.0,2.36,1.56,-0.85,12,2.78,3.63,0.11,7,3.54,3.43,0.28,6.0,5.32,5.04,-0.14,8,3.24,3.38,0.02,7,4.02,4.01
LU,Luxembourg,2004,<25,0.25,6,4.88,4.63,0.13,7.0,2.36,2.23,0.09,7.0,4.47,4.38,-0.09,8,2.16,2.24,0.18,7,4.31,4.14,-0.02,8.0,4.96,4.98,-0.01,8,2.91,2.92,0.15,7,4.1,3.95
LU,Luxembourg,2004,AGGREGATE,0.19,7,4.66,4.46,0.09,7.0,2.62,2.52,0.47,5.0,3.52,3.05,-0.48,10,2.46,2.94,0.06,7,3.77,3.71,0.08,7.0,4.99,4.91,-0.04,8,3.04,3.08,0.1,7,4.0,3.9
NL,Netherlands,2004,25-39,0.17,7,4.7,4.54,0.22,6.0,2.65,2.43,0.24,6.0,4.76,4.52,-0.38,9,2.29,2.66,-0.08,8,3.98,4.06,0.36,6.0,4.92,4.56,0.08,7,2.99,2.92,0.07,7,3.69,3.62
NL,Netherlands,2004,40-59,0.19,7,4.59,4.39,0.05,7.0,2.67,2.62,0.65,4.0,4.56,3.91,-0.32,9,2.47,2.79,-0.14,8,3.81,3.95,0.22,6.0,4.88,4.65,0.05,7,2.94,2.89,0.18,7,3.8,3.62
NL,Netherlands,2004,60+,0.27,6,4.6,4.32,-0.07,8.0,2.82,2.89,0.79,4.0,2.87,2.08,-0.52,10,3.0,3.52,-0.08,8,3.78,3.86,0.39,6.0,5.07,4.68,0.01,7,3.2,3.19,0.02,7,3.63,3.61
NL,Netherlands,2004,<25,0.27,6,4.8,4.53,0.2,6.0,2.47,2.27,-0.09,8.0,5.14,5.23,-0.38,9,2.36,2.74,-0.23,9,4.2,4.42,0.5,5.0,4.78,4.29,0.17,7,3.01,2.84,0.09,7,3.95,3.86
NL,Netherlands,2004,AGGREGATE,0.22,6,4.63,4.41,0.06,7.0,2.7,2.64,0.58,5.0,4.13,3.55,-0.41,10,2.58,2.99,-0.1,8,3.87,3.98,0.32,6.0,4.94,4.62,0.05,7,3.04,2.99,0.1,7,3.73,3.63
NO,Norway,2004,25-39,0.07,7,4.9,4.84,0.15,7.0,2.64,2.5,0.25,6.0,5.05,4.8,-0.43,10,2.09,2.52,0.05,7,4.34,4.3,-0.03,8.0,4.83,4.86,0.23,6,3.12,2.89,-0.06,8,3.91,3.97
NO,Norway,2004,40-59,0.21,6,4.93,4.72,0.02,7.0,2.75,2.73,0.78,4.0,4.78,4.0,-0.39,9,2.27,2.67,0.0,7,4.19,4.19,0.03,7.0,5.08,5.05,0.29,6,3.23,2.94,0.15,7,4.08,3.92
NO,Norway,2004,60+,0.34,6,4.78,4.44,-0.11,8.0,3.02,3.13,0.6,4.0,2.71,2.11,-0.55,10,2.48,3.03,-0.08,8,3.92,4.0,0.05,7.0,5.23,5.18,0.09,7,3.39,3.29,0.08,7,3.97,3.9
NO,Norway,2004,<25,0.3,6,5.06,4.75,0.12,7.0,2.4,2.29,0.19,7.0,5.23,5.04,-0.6,10,1.91,2.5,-0.01,8,4.63,4.64,0.08,7.0,4.91,4.83,0.44,5,3.27,2.83,-0.08,8,3.84,3.92
NO,Norway,2004,AGGREGATE,0.22,6,4.9,4.69,0.03,7.0,2.74,2.71,0.54,5.0,4.43,3.89,-0.47,10,2.22,2.69,-0.0,8,4.23,4.23,0.02,7.0,5.03,5.0,0.25,6,3.25,3.0,0.05,7,3.98,3.93
PL,Poland,2004,25-39,0.09,7,4.32,4.24,0.04,7.0,2.62,2.58,0.22,6.0,2.91,2.69,-0.52,10,3.8,4.32,0.06,7,3.55,3.49,0.21,6.0,3.91,3.7,0.15,7,3.44,3.29,-0.22,9,2.43,2.65
PL,Poland,2004,40-59,0.03,7,3.92,3.89,0.11,7.0,2.67,2.56,-0.08,8.0,1.93,2.01,-0.64,11,3.83,4.48,0.15,7,3.2,3.05,0.02,7.0,3.49,3.48,0.05,7,3.48,3.43,-0.15,8,2.49,2.64
PL,Poland,2004,60+,0.17,7,3.69,3.52,0.18,7.0,2.84,2.66,0.1,7.0,1.26,1.16,-0.65,11,4.26,4.91,-0.0,8,2.96,2.97,0.17,7.0,3.51,3.34,-0.11,8,3.81,3.92,-0.15,8,2.5,2.65
